Store_Dept_Date,Weekly_Sales
5_55_2013-07-26,3059.6436781609195
5_56_2012-11-02,2099.896551724138
5_56_2012-11-09,3345.114942528736
5_56_2012-11-16,1678.83908045977
5_56_2012-11-23,1101.83908045977
5_56_2012-11-30,913.7586206896551
5_56_2012-12-07,2363.712643678161
5_56_2012-12-14,723.2413793103449
5_56_2012-12-21,1184.183908045977
5_56_2012-12-28,480.8735632183908
5_56_2013-01-04,555.4367816091954
5_56_2013-01-11,639.7241379310345
5_56_2013-01-18,864.8275862068965
5_56_2013-01-25,1484.183908045977
5_56_2013-02-01,1797.4942528735633
5_56_2013-02-08,1567.0114942528735
5_56_2013-02-15,1359.2643678160919
5_56_2013-02-22,720.0344827586207
5_56_2013-03-01,1098.7011494252874
5_56_2013-03-08,1377.6781609195402
5_56_2013-03-15,1845.0229885057472
5_56_2013-03-22,1674.4367816091954
5_56_2013-03-29,788.3218390804598
5_56_2013-04-05,1501.8850574712644
5_56_2013-04-12,2394.3333333333335
5_56_2013-04-19,2060.4942528735633
5_56_2013-04-26,2356.310344827586
5_56_2013-05-03,2946.114942528736
5_56_2013-05-10,3249.390804597701
5_56_2013-05-17,2657.7241379310344
5_56_2013-05-24,1309.2068965517242
5_56_2013-05-31,2028.6091954022988
5_56_2013-06-07,2500.816091954023
5_56_2013-06-14,736.0689655172414
5_56_2013-06-21,504.91954022988506
5_56_2013-06-28,315.51724137931035
5_56_2013-07-05,677.1954022988506
5_56_2013-07-12,291.4022988505747
5_56_2013-07-19,872.448275862069
5_56_2013-07-26,389.367816091954
5_58_2012-11-02,1190.287356321839
5_58_2012-11-09,1107.3103448275863
5_58_2012-11-16,756.1954022988506
5_58_2012-11-23,671.1609195402299
5_58_2012-11-30,636.0344827586207
5_58_2012-12-07,1120.83908045977
5_58_2012-12-14,597.3218390804598
5_58_2012-12-21,616.3678160919541
5_58_2012-12-28,758.0114942528736
5_58_2013-01-04,695.7816091954023
5_58_2013-01-11,859.2298850574713
5_58_2013-01-18,540.735632183908
5_58_2013-01-25,666.183908045977
5_58_2013-02-08,971.528735632184
5_58_2013-02-15,838.3103448275862
5_58_2013-02-22,600.2873563218391
5_58_2013-03-01,1245.5172413793102
5_58_2013-03-08,960.471264367816
5_58_2013-03-15,838.6206896551724
5_58_2013-03-22,1132.7816091954023
5_58_2013-03-29,612.0
5_58_2013-04-05,1033.0689655172414
5_58_2013-04-19,842.9310344827586
5_58_2013-04-26,911.0459770114943
5_58_2013-05-17,919.3678160919541
5_58_2013-05-24,1262.4137931034484
5_58_2013-05-31,1286.8505747126437
5_58_2013-06-14,613.7126436781609
5_58_2013-07-05,634.551724137931
5_58_2013-07-12,705.2528735632184
5_58_2013-07-19,1002.6781609195402
5_58_2013-07-26,731.9655172413793
5_59_2012-11-16,255.8735632183908
5_59_2012-12-14,545.2528735632184
5_59_2012-12-21,142.91954022988506
5_59_2012-12-28,363.5402298850575
5_59_2013-01-04,71.57471264367815
5_59_2013-01-18,267.39080459770116
5_59_2013-01-25,1599.3218390804598
5_59_2013-02-08,120.66666666666667
5_59_2013-02-15,224.42528735632183
5_59_2013-03-08,161.3793103448276
5_59_2013-04-05,129.66666666666666
5_59_2013-05-03,64.60919540229885
5_59_2013-06-14,10.275862068965518
5_60_2012-11-02,276.71264367816093
5_60_2012-11-09,193.27586206896552
5_60_2012-11-16,271.2413793103448
5_60_2012-11-23,218.64367816091954
5_60_2012-11-30,286.2758620689655
5_60_2012-12-07,331.5402298850575
5_60_2012-12-14,283.98850574712645
5_60_2012-12-21,240.11494252873564
5_60_2012-12-28,183.72413793103448
5_60_2013-01-04,230.70114942528735
5_60_2013-01-11,235.1494252873563
5_60_2013-01-18,233.11494252873564
5_60_2013-01-25,237.70114942528735
5_60_2013-02-01,302.5977011494253
5_60_2013-02-08,300.01149425287355
5_60_2013-02-15,238.2183908045977
5_60_2013-02-22,247.2183908045977
5_60_2013-03-01,270.1034482758621
5_60_2013-03-08,263.0344827586207
5_60_2013-03-15,243.82758620689654
5_60_2013-03-22,208.60919540229884
5_60_2013-03-29,318.44827586206895
5_60_2013-04-05,281.86206896551727
5_60_2013-04-12,188.83908045977012
5_60_2013-04-19,215.71264367816093
5_60_2013-04-26,198.6206896551724
5_60_2013-05-03,286.3103448275862
5_60_2013-05-10,210.89655172413794
5_60_2013-05-17,208.93103448275863
5_60_2013-05-24,202.35632183908046
5_60_2013-05-31,269.5057471264368
5_60_2013-06-07,372.0919540229885
5_60_2013-06-14,193.91954022988506
5_60_2013-06-21,237.1494252873563
5_60_2013-06-28,223.77011494252875
5_60_2013-07-05,366.7011494252874
5_60_2013-07-12,191.9655172413793
5_60_2013-07-19,219.97701149425288
5_60_2013-07-26,194.49425287356323
5_67_2012-11-02,2491.8045977011493
5_67_2012-11-09,2706.5402298850577
5_67_2012-11-16,3673.919540229885
5_67_2012-11-23,5957.827586206897
5_67_2012-11-30,5570.528735632184
5_67_2012-12-07,5542.16091954023
5_67_2012-12-14,2924.9885057471265
5_67_2012-12-21,3832.9655172413795
5_67_2012-12-28,3810.1954022988507
5_67_2013-01-04,2928.229885057471
5_67_2013-01-11,2824.3333333333335
5_67_2013-01-18,3896.1264367816093
5_67_2013-01-25,3247.896551724138
5_67_2013-02-01,3047.264367816092
5_67_2013-02-08,3641.6666666666665
5_67_2013-02-15,2781.1724137931033
5_67_2013-02-22,3359.2413793103447
5_67_2013-03-01,2475.287356321839
5_67_2013-03-08,2504.137931034483
5_67_2013-03-15,3518.632183908046
5_67_2013-03-22,4531.747126436781
5_67_2013-03-29,5080.425287356322
5_67_2013-04-05,3007.022988505747
5_67_2013-04-12,2497.4942528735633
5_67_2013-04-19,3284.735632183908
5_67_2013-04-26,3440.1609195402298
5_67_2013-05-03,3322.103448275862
5_67_2013-05-10,2519.103448275862
5_67_2013-05-17,2834.4942528735633
5_67_2013-05-24,3413.229885057471
5_67_2013-05-31,4118.045977011494
5_67_2013-06-07,3626.425287356322
5_67_2013-06-14,3386.9885057471265
5_67_2013-06-21,3687.0344827586205
5_67_2013-06-28,2510.9080459770116
5_67_2013-07-05,2985.5172413793102
5_67_2013-07-12,2440.367816091954
5_67_2013-07-19,2826.7011494252874
5_67_2013-07-26,2963.6436781609195
5_71_2012-11-02,542.8390804597701
5_71_2012-11-09,478.13793103448273
5_71_2012-11-16,355.48275862068965
5_71_2012-11-23,1395.4827586206898
5_71_2012-11-30,543.1494252873563
5_71_2012-12-07,312.2183908045977
5_71_2012-12-14,581.9425287356322
5_71_2012-12-21,452.2068965517241
5_71_2012-12-28,919.7011494252873
5_71_2013-01-04,448.0574712643678
5_71_2013-01-11,475.48275862068965
5_71_2013-01-18,399.2988505747126
5_71_2013-01-25,622.8620689655172
5_71_2013-02-01,575.3448275862069
5_71_2013-02-08,720.0459770114943
5_71_2013-02-15,455.6896551724138
5_71_2013-02-22,531.0
5_71_2013-03-01,423.9425287356322
5_71_2013-03-08,404.4942528735632
5_71_2013-03-15,381.4022988505747
5_71_2013-03-22,374.8045977011494
5_71_2013-03-29,486.9655172413793
5_71_2013-04-05,420.81609195402297
5_71_2013-04-12,429.6551724137931
5_71_2013-04-19,328.9080459770115
5_71_2013-04-26,584.816091954023
5_71_2013-05-03,407.71264367816093
5_71_2013-05-10,468.9655172413793
5_71_2013-05-17,405.98850574712645
5_71_2013-05-24,402.85057471264366
5_71_2013-05-31,390.3103448275862
5_71_2013-06-07,379.3103448275862
5_71_2013-06-14,392.6896551724138
5_71_2013-06-21,429.5402298850575
5_71_2013-06-28,379.35632183908046
5_71_2013-07-05,551.8850574712644
5_71_2013-07-12,384.57471264367814
5_71_2013-07-19,324.14942528735634
5_71_2013-07-26,489.5977011494253
5_72_2012-11-02,12715.908045977012
5_72_2012-11-09,10172.333333333334
5_72_2012-11-16,13424.643678160919
5_72_2012-11-23,74921.91954022988
5_72_2012-11-30,15484.71264367816
5_72_2012-12-07,9998.862068965518
5_72_2012-12-14,9479.183908045978
5_72_2012-12-21,13379.735632183909
5_72_2012-12-28,33934.597701149425
5_72_2013-01-04,16377.310344827587
5_72_2013-01-11,11454.701149425287
5_72_2013-01-18,13649.597701149425
5_72_2013-01-25,14935.252873563219
5_72_2013-02-01,12404.954022988506
5_72_2013-02-08,19283.712643678162
5_72_2013-02-15,10700.229885057472
5_72_2013-02-22,10344.459770114943
5_72_2013-03-01,14305.12643678161
5_72_2013-03-08,10840.908045977012
5_72_2013-03-15,12786.149425287356
5_72_2013-03-22,10996.770114942528
5_72_2013-03-29,11503.045977011494
5_72_2013-04-05,12099.666666666666
5_72_2013-04-12,11200.275862068966
5_72_2013-04-19,10205.770114942528
5_72_2013-04-26,12455.310344827587
5_72_2013-05-03,11024.16091954023
5_72_2013-05-10,10065.758620689656
5_72_2013-05-17,10409.28735632184
5_72_2013-05-24,10145.919540229885
5_72_2013-05-31,10195.48275862069
5_72_2013-06-07,10114.28735632184
5_72_2013-06-14,10341.459770114943
5_72_2013-06-21,9840.091954022988
5_72_2013-06-28,10001.080459770115
5_72_2013-07-05,11088.310344827587
5_72_2013-07-12,9497.379310344828
5_72_2013-07-19,9278.781609195403
5_72_2013-07-26,9181.091954022988
5_74_2012-11-02,4208.241379310345
5_74_2012-11-09,3709.390804597701
5_74_2012-11-16,3251.8275862068967
5_74_2012-11-23,7402.517241379311
5_74_2012-11-30,3759.689655172414
5_74_2012-12-07,3720.5172413793102
5_74_2012-12-14,3275.4597701149423
5_74_2012-12-21,3222.137931034483
5_74_2012-12-28,5807.068965517241
5_74_2013-01-04,3727.0919540229884
5_74_2013-01-11,3732.057471264368
5_74_2013-01-18,3780.264367816092
5_74_2013-01-25,3631.0919540229884
5_74_2013-02-01,4093.2528735632186
5_74_2013-02-08,3699.287356321839
5_74_2013-02-15,3636.7586206896553
5_74_2013-02-22,3397.9080459770116
5_74_2013-03-01,3907.1609195402298
5_74_2013-03-08,3807.3563218390805
5_74_2013-03-15,3349.7241379310344
5_74_2013-03-22,3294.8045977011493
5_74_2013-03-29,3156.5862068965516
5_74_2013-04-05,3852.0114942528735
5_74_2013-04-12,3350.425287356322
5_74_2013-04-19,3174.2988505747126
5_74_2013-04-26,3323.793103448276
5_74_2013-05-03,3700.1609195402298
5_74_2013-05-10,3448.5172413793102
5_74_2013-05-17,3535.609195402299
5_74_2013-05-24,3614.264367816092
5_74_2013-05-31,3353.5172413793102
5_74_2013-06-07,3748.9885057471265
5_74_2013-06-14,3728.6436781609195
5_74_2013-06-21,3595.9540229885056
5_74_2013-06-28,3933.0
5_74_2013-07-05,3778.9540229885056
5_74_2013-07-12,3699.2413793103447
5_74_2013-07-19,3620.310344827586
5_74_2013-07-26,3449.264367816092
5_79_2012-11-02,5379.0114942528735
5_79_2012-11-09,5068.287356321839
5_79_2012-11-16,4984.183908045977
5_79_2012-11-23,5609.83908045977
5_79_2012-11-30,5045.218390804598
5_79_2012-12-07,5007.563218390805
5_79_2012-12-14,4643.287356321839
5_79_2012-12-21,4957.275862068966
5_79_2012-12-28,5225.149425287356
5_79_2013-01-04,5298.425287356322
5_79_2013-01-11,4827.287356321839
5_79_2013-01-18,5227.850574712644
5_79_2013-01-25,5175.954022988506
5_79_2013-02-01,5475.712643678161
5_79_2013-02-08,5968.6551724137935
5_79_2013-02-15,4906.0114942528735
5_79_2013-02-22,4891.0344827586205
5_79_2013-03-01,5284.436781609195
5_79_2013-03-08,5178.459770114942
5_79_2013-03-15,5154.632183908046
5_79_2013-03-22,4941.6781609195405
5_79_2013-03-29,5029.103448275862
5_79_2013-04-05,5248.252873563219
5_79_2013-04-12,4830.0344827586205
5_79_2013-04-19,5024.068965517241
5_79_2013-04-26,5197.218390804598
5_79_2013-05-03,5259.64367816092
5_79_2013-05-10,4854.287356321839
5_79_2013-05-17,5168.586206896552
5_79_2013-05-24,5012.770114942528
5_79_2013-05-31,5136.862068965517
5_79_2013-06-07,5318.091954022989
5_79_2013-06-14,5066.735632183908
5_79_2013-06-21,5196.310344827586
5_79_2013-06-28,5166.712643678161
5_79_2013-07-05,5365.632183908046
5_79_2013-07-12,5081.367816091954
5_79_2013-07-19,5215.402298850575
5_79_2013-07-26,4966.83908045977
5_80_2012-11-23,48.827586206896555
5_80_2012-11-30,49.02298850574713
5_80_2012-12-07,8.264367816091953
5_80_2012-12-21,9.827586206896552
5_80_2012-12-28,7.482758620689655
5_80_2013-01-11,6.689655172413793
5_80_2013-02-22,9.804597701149426
5_80_2013-05-03,25.160919540229884
5_80_2013-05-10,6.586206896551724
5_80_2013-05-17,8.793103448275861
5_80_2013-05-24,11.781609195402298
5_80_2013-05-31,75.22988505747126
5_80_2013-06-14,8.379310344827585
5_81_2012-11-02,3027.67816091954
5_81_2012-11-09,3010.5057471264367
5_81_2012-11-16,3046.4367816091954
5_81_2012-11-23,2707.1954022988507
5_81_2012-11-30,2648.6206896551726
5_81_2012-12-07,2966.5402298850577
5_81_2012-12-14,2356.287356321839
5_81_2012-12-21,2358.919540229885
5_81_2012-12-28,2648.425287356322
5_81_2013-01-04,2522.5632183908046
5_81_2013-01-11,2742.5172413793102
5_81_2013-01-18,2718.816091954023
5_81_2013-01-25,2949.919540229885
5_81_2013-02-01,2967.67816091954
5_81_2013-02-08,2811.4367816091954
5_81_2013-02-15,2802.022988505747
5_81_2013-02-22,2477.080459770115
5_81_2013-03-01,2751.2528735632186
5_81_2013-03-08,2827.206896551724
5_81_2013-03-15,2991.977011494253
5_81_2013-03-22,2757.080459770115
5_81_2013-03-29,2648.689655172414
5_81_2013-04-05,2694.5287356321837
5_81_2013-04-12,3139.8505747126437
5_81_2013-04-19,3006.896551724138
5_81_2013-04-26,2802.9885057471265
5_81_2013-05-03,3167.0
5_81_2013-05-10,3064.67816091954
5_81_2013-05-17,3052.597701149425
5_81_2013-05-24,2970.425287356322
5_81_2013-05-31,2595.264367816092
5_81_2013-06-07,3160.1954022988507
5_81_2013-06-14,3000.919540229885
5_81_2013-06-21,3147.5172413793102
5_81_2013-06-28,3092.67816091954
5_81_2013-07-05,2974.1954022988507
5_81_2013-07-12,3108.5287356321837
5_81_2013-07-19,3117.5862068965516
5_81_2013-07-26,2526.689655172414
5_82_2012-11-02,3839.0
5_82_2012-11-09,4057.689655172414
5_82_2012-11-16,4252.3218390804595
5_82_2012-11-23,5134.850574712644
5_82_2012-11-30,7069.689655172414
5_82_2012-12-07,4162.747126436781
5_82_2012-12-14,4360.942528735633
5_82_2012-12-21,3791.8505747126437
5_82_2012-12-28,6142.931034482759
5_82_2013-01-04,3985.574712643678
5_82_2013-01-11,4246.574712643678
5_82_2013-01-18,3841.3333333333335
5_82_2013-01-25,4138.793103448276
5_82_2013-02-01,3626.816091954023
5_82_2013-02-08,4095.862068965517
5_82_2013-02-15,4244.241379310345
5_82_2013-02-22,4509.781609195402
5_82_2013-03-01,4186.0114942528735
5_82_2013-03-08,4421.793103448276
5_82_2013-03-15,3971.080459770115
5_82_2013-03-22,3969.3563218390805
5_82_2013-03-29,6318.126436781609
5_82_2013-04-05,4077.6436781609195
5_82_2013-04-12,3822.0919540229884
5_82_2013-04-19,3818.8275862068967
5_82_2013-04-26,3734.310344827586
5_82_2013-05-03,3809.5862068965516
5_82_2013-05-10,3959.5632183908046
5_82_2013-05-17,3735.5057471264367
5_82_2013-05-24,4236.425287356322
5_82_2013-05-31,4890.298850574713
5_82_2013-06-07,3757.183908045977
5_82_2013-06-14,3818.3333333333335
5_82_2013-06-21,4070.2413793103447
5_82_2013-06-28,3773.655172413793
5_82_2013-07-05,4314.540229885058
5_82_2013-07-12,3926.5057471264367
5_82_2013-07-19,3790.2183908045977
5_82_2013-07-26,3544.712643678161
5_85_2012-11-02,680.3103448275862
5_85_2012-11-09,795.6781609195402
5_85_2012-11-16,928.6321839080459
5_85_2012-11-23,1247.2988505747126
5_85_2012-11-30,1336.816091954023
5_85_2012-12-07,1090.8505747126437
5_85_2012-12-14,760.4022988505748
5_85_2012-12-21,850.6896551724138
5_85_2012-12-28,982.7816091954023
5_85_2013-01-04,850.9540229885057
5_85_2013-01-11,878.528735632184
5_85_2013-01-18,791.4137931034483
5_85_2013-01-25,771.3793103448276
5_85_2013-02-01,666.4252873563219
5_85_2013-02-08,669.7241379310345
5_85_2013-02-15,729.7816091954023
5_85_2013-02-22,795.1494252873563
5_85_2013-03-01,844.471264367816
5_85_2013-03-08,685.1379310344828
5_85_2013-03-15,819.5632183908046
5_85_2013-03-22,1141.7931034482758
5_85_2013-03-29,1186.1149425287356
5_85_2013-04-05,834.9425287356322
5_85_2013-04-12,763.7471264367816
5_85_2013-04-19,869.4597701149426
5_85_2013-04-26,894.1149425287356
5_85_2013-05-03,691.2873563218391
5_85_2013-05-10,764.3793103448276
5_85_2013-05-17,803.0229885057471
5_85_2013-05-24,890.5632183908046
5_85_2013-05-31,856.9655172413793
5_85_2013-06-07,699.5862068965517
5_85_2013-06-14,851.5632183908046
5_85_2013-06-21,941.5862068965517
5_85_2013-06-28,803.3333333333334
5_85_2013-07-05,722.4597701149426
5_85_2013-07-12,760.1494252873563
5_85_2013-07-19,865.5747126436781
5_85_2013-07-26,803.7816091954023
5_87_2012-11-02,12239.298850574713
5_87_2012-11-09,12287.80459770115
5_87_2012-11-16,11125.850574712644
5_87_2012-11-23,11554.666666666666
5_87_2012-11-30,10858.137931034482
5_87_2012-12-07,11975.896551724138
5_87_2012-12-14,10493.413793103447
5_87_2012-12-21,10249.091954022988
5_87_2012-12-28,11917.32183908046
5_87_2013-01-04,10310.87356321839
5_87_2013-01-11,11033.080459770115
5_87_2013-01-18,10949.965517241379
5_87_2013-01-25,11019.551724137931
5_87_2013-02-01,13681.379310344828
5_87_2013-02-08,13555.942528735632
5_87_2013-02-15,11500.32183908046
5_87_2013-02-22,10647.011494252874
5_87_2013-03-01,11579.459770114943
5_87_2013-03-08,12354.620689655172
5_87_2013-03-15,11088.965517241379
5_87_2013-03-22,10201.114942528735
5_87_2013-03-29,10589.83908045977
5_87_2013-04-05,11651.574712643678
5_87_2013-04-12,11552.275862068966
5_87_2013-04-19,11675.149425287356
5_87_2013-04-26,11213.471264367816
5_87_2013-05-03,11607.3908045977
5_87_2013-05-10,12058.793103448275
5_87_2013-05-17,10990.333333333334
5_87_2013-05-24,10270.954022988506
5_87_2013-05-31,9839.896551724138
5_87_2013-06-07,12193.80459770115
5_87_2013-06-14,10287.724137931034
5_87_2013-06-21,11002.896551724138
5_87_2013-06-28,10747.241379310344
5_87_2013-07-05,12707.862068965518
5_87_2013-07-12,11236.402298850575
5_87_2013-07-19,11514.655172413793
5_87_2013-07-26,9162.919540229885
5_90_2012-11-02,3519.8390804597702
5_90_2012-11-09,3506.919540229885
5_90_2012-11-16,3218.5862068965516
5_90_2012-11-23,3217.1494252873563
5_90_2012-11-30,3536.080459770115
5_90_2012-12-07,3307.1724137931033
5_90_2012-12-14,3128.712643678161
5_90_2012-12-21,3177.1724137931033
5_90_2012-12-28,3465.551724137931
5_90_2013-01-04,3426.1724137931033
5_90_2013-01-11,3469.264367816092
5_90_2013-01-18,3495.103448275862
5_90_2013-01-25,3525.5632183908046
5_90_2013-02-01,3449.689655172414
5_90_2013-02-08,3354.919540229885
5_90_2013-02-15,3584.425287356322
5_90_2013-02-22,3548.4367816091954
5_90_2013-03-01,3483.183908045977
5_90_2013-03-08,3425.114942528736
5_90_2013-03-15,3221.402298850575
5_90_2013-03-22,3355.3563218390805
5_90_2013-03-29,3420.5172413793102
5_90_2013-04-05,3442.310344827586
5_90_2013-04-12,3454.5287356321837
5_90_2013-04-19,3322.0459770114944
5_90_2013-04-26,3205.0689655172414
5_90_2013-05-03,3284.137931034483
5_90_2013-05-10,3329.9540229885056
5_90_2013-05-17,3385.344827586207
5_90_2013-05-24,3345.7816091954023
5_90_2013-05-31,3362.1609195402298
5_90_2013-06-07,3308.942528735632
5_90_2013-06-14,3357.1609195402298
5_90_2013-06-21,3324.5402298850577
5_90_2013-06-28,3337.770114942529
5_90_2013-07-05,3386.057471264368
5_90_2013-07-12,3319.4367816091954
5_90_2013-07-19,3324.2528735632186
5_90_2013-07-26,3266.367816091954
5_91_2012-11-02,1410.9770114942528
5_91_2012-11-09,1576.0689655172414
5_91_2012-11-16,1379.632183908046
5_91_2012-11-23,1333.9540229885058
5_91_2012-11-30,1357.367816091954
5_91_2012-12-07,1480.6206896551723
5_91_2012-12-14,1214.6091954022988
5_91_2012-12-21,1186.471264367816
5_91_2012-12-28,1282.4597701149426
5_91_2013-01-04,1120.6206896551723
5_91_2013-01-11,1318.5862068965516
5_91_2013-01-18,1301.1379310344828
5_91_2013-01-25,1359.942528735632
5_91_2013-02-01,1441.7816091954023
5_91_2013-02-08,1438.344827586207
5_91_2013-02-15,1391.8505747126437
5_91_2013-02-22,1345.367816091954
5_91_2013-03-01,1242.1149425287356
5_91_2013-03-08,1305.9195402298851
5_91_2013-03-15,1292.0919540229886
5_91_2013-03-22,1479.7701149425288
5_91_2013-03-29,1314.8045977011495
5_91_2013-04-05,1411.6206896551723
5_91_2013-04-12,1486.0804597701149
5_91_2013-04-19,1517.3103448275863
5_91_2013-04-26,1409.2643678160919
5_91_2013-05-03,1529.0804597701149
5_91_2013-05-10,1464.2988505747126
5_91_2013-05-17,1686.0804597701149
5_91_2013-05-24,1629.528735632184
5_91_2013-05-31,1615.7356321839081
5_91_2013-06-07,1728.4942528735633
5_91_2013-06-14,1746.1494252873563
5_91_2013-06-21,1810.7011494252874
5_91_2013-06-28,1794.057471264368
5_91_2013-07-05,1825.0919540229886
5_91_2013-07-12,1723.7586206896551
5_91_2013-07-19,1723.712643678161
5_91_2013-07-26,1802.4137931034484
5_92_2012-11-02,9244.655172413793
5_92_2012-11-09,9279.022988505747
5_92_2012-11-16,9507.436781609196
5_92_2012-11-23,9466.045977011494
5_92_2012-11-30,8592.51724137931
5_92_2012-12-07,9095.068965517241
5_92_2012-12-14,9227.448275862069
5_92_2012-12-21,7488.35632183908
5_92_2012-12-28,8311.12643678161
5_92_2013-01-04,8343.850574712644
5_92_2013-01-11,9252.574712643678
5_92_2013-01-18,8957.689655172413
5_92_2013-01-25,8452.344827586207
5_92_2013-02-01,9066.448275862069
5_92_2013-02-08,9244.022988505747
5_92_2013-02-15,8911.862068965518
5_92_2013-02-22,8923.229885057472
5_92_2013-03-01,8975.19540229885
5_92_2013-03-08,9033.528735632184
5_92_2013-03-15,9211.022988505747
5_92_2013-03-22,8698.494252873563
5_92_2013-03-29,8532.172413793103
5_92_2013-04-05,9599.885057471265
5_92_2013-04-12,9132.563218390804
5_92_2013-04-19,8854.770114942528
5_92_2013-04-26,8675.827586206897
5_92_2013-05-03,9127.183908045978
5_92_2013-05-10,8927.16091954023
5_92_2013-05-17,8789.954022988506
5_92_2013-05-24,8348.689655172413
5_92_2013-05-31,6949.862068965517
5_92_2013-06-07,8342.448275862069
5_92_2013-06-14,8415.747126436781
5_92_2013-06-21,8440.666666666666
5_92_2013-06-28,8520.022988505747
5_92_2013-07-05,8530.643678160919
5_92_2013-07-12,8585.896551724138
5_92_2013-07-19,8588.413793103447
5_92_2013-07-26,6671.724137931034
5_94_2012-11-02,172.49425287356323
5_94_2012-11-09,332.11494252873564
5_94_2013-02-08,380.67816091954023
5_94_2013-02-15,546.7701149425287
5_94_2013-03-29,261.0344827586207
5_94_2013-05-10,175.71264367816093
5_94_2013-05-17,2082.1494252873563
5_94_2013-05-24,601.2413793103449
5_94_2013-05-31,390.0344827586207
5_94_2013-06-07,569.7011494252873
5_94_2013-06-14,1132.8850574712644
5_94_2013-07-05,330.02298850574715
5_94_2013-07-19,1892.2643678160919
5_94_2013-07-26,200.88505747126436
5_95_2012-11-02,19422.666666666668
5_95_2012-11-09,18954.045977011494
5_95_2012-11-16,18468.908045977012
5_95_2012-11-23,18360.471264367818
5_95_2012-11-30,18092.7816091954
5_95_2012-12-07,19985.137931034482
5_95_2012-12-14,17188.011494252874
5_95_2012-12-21,18123.7816091954
5_95_2012-12-28,17539.137931034482
5_95_2013-01-04,17407.758620689656
5_95_2013-01-11,18061.206896551725
5_95_2013-01-18,17186.77011494253
5_95_2013-01-25,18085.563218390806
5_95_2013-02-01,19228.172413793105
5_95_2013-02-08,18629.149425287356
5_95_2013-02-15,17761.25287356322
5_95_2013-02-22,18044.67816091954
5_95_2013-03-01,17817.55172413793
5_95_2013-03-08,18643.632183908045
5_95_2013-03-15,18544.74712643678
5_95_2013-03-22,18479.436781609194
5_95_2013-03-29,17977.0
5_95_2013-04-05,18356.02298850575
5_95_2013-04-12,18782.862068965518
5_95_2013-04-19,20036.149425287356
5_95_2013-04-26,18194.919540229886
5_95_2013-05-03,20045.44827586207
5_95_2013-05-10,19091.35632183908
5_95_2013-05-17,20156.540229885057
5_95_2013-05-24,21184.2183908046
5_95_2013-05-31,20951.241379310344
5_95_2013-06-07,22451.816091954024
5_95_2013-06-14,21625.77011494253
5_95_2013-06-21,22029.988505747126
5_95_2013-06-28,21998.655172413793
5_95_2013-07-05,22773.05747126437
5_95_2013-07-12,21975.471264367818
5_95_2013-07-19,21734.597701149425
5_95_2013-07-26,20992.275862068964
5_96_2012-11-02,6115.9655172413795
5_96_2012-11-09,6928.954022988506
5_96_2012-11-16,5959.551724137931
5_96_2012-11-23,6476.218390804598
5_96_2012-11-30,6204.931034482759
5_96_2012-12-07,7811.413793103448
5_96_2012-12-14,5340.609195402299
5_96_2012-12-21,5478.114942528736
5_96_2012-12-28,6821.080459770115
5_96_2013-01-04,4513.068965517241
5_96_2013-01-11,5674.3448275862065
5_96_2013-01-18,5788.632183908046
5_96_2013-01-25,6083.206896551724
5_96_2013-02-01,6212.218390804598
5_96_2013-02-08,6080.64367816092
5_96_2013-02-15,5809.528735632184
5_96_2013-02-22,5930.379310344828
5_96_2013-03-01,5630.229885057472
5_96_2013-03-08,6020.3218390804595
5_96_2013-03-15,5872.183908045977
5_96_2013-03-22,7123.218390804598
5_96_2013-03-29,6131.931034482759
5_96_2013-04-05,6784.057471264367
5_96_2013-04-12,6689.6781609195405
5_96_2013-04-19,7111.35632183908
5_96_2013-04-26,6085.0114942528735
5_96_2013-05-03,8468.655172413793
5_96_2013-05-10,6952.977011494253
5_96_2013-05-17,7463.126436781609
5_96_2013-05-24,7748.6551724137935
5_96_2013-05-31,6198.827586206897
5_96_2013-06-07,8260.83908045977
5_96_2013-06-14,7726.103448275862
5_96_2013-06-21,7897.379310344828
5_96_2013-06-28,7684.367816091954
5_96_2013-07-05,8294.114942528735
5_96_2013-07-12,7765.172413793103
5_96_2013-07-19,7696.218390804598
5_96_2013-07-26,6451.793103448276
5_97_2012-11-02,734.9770114942529
5_97_2012-11-09,711.6206896551724
5_97_2012-11-16,695.0344827586207
5_97_2012-11-23,672.735632183908
5_97_2012-11-30,671.8505747126437
5_97_2012-12-07,710.5172413793103
5_97_2012-12-14,640.3448275862069
5_97_2012-12-21,675.8620689655172
5_97_2012-12-28,620.6896551724138
5_97_2013-01-04,667.5172413793103
5_97_2013-01-11,655.3448275862069
5_97_2013-01-18,681.816091954023
5_97_2013-01-25,613.5747126436781
5_97_2013-02-01,768.9310344827586
5_97_2013-02-08,745.2758620689655
5_97_2013-02-15,685.9080459770115
5_97_2013-02-22,658.7241379310345
5_97_2013-03-01,680.8850574712644
5_97_2013-03-08,694.0114942528736
5_97_2013-03-15,668.2988505747127
5_97_2013-03-22,674.080459770115
5_97_2013-03-29,669.4367816091954
5_97_2013-04-05,710.4597701149426
5_97_2013-04-12,665.3908045977012
5_97_2013-04-19,721.5057471264367
5_97_2013-04-26,674.0689655172414
5_97_2013-05-03,749.7241379310345
5_97_2013-05-10,693.4022988505748
5_97_2013-05-17,696.6781609195402
5_97_2013-05-24,753.816091954023
5_97_2013-05-31,711.0459770114943
